32,0.59999999999999998,0,-0,0,-0,0,448,0,448
33,0.59999999999999998,0.20625000000000002,-0.7578125,0.39374999999999999,0.0234375,422.5,3.5,434.5,53.5
34,0.59999999999999998,0.1203125,-0.7578125,0.47968749999999999,-0.4140625,418.5,251.5,441.5,273.5
35,0.59999999999999998,0.018750000000000013,-0.7578125,0.58125000000000004,0.0234375,190.5,136.5,226.5,186.5
36,0.59999999999999998,0.049999999999999989,-0.8984375,0.55000000000000004,0.1640625,3.5,3.5,35.5,71.5
37,0.59999999999999998,-0.012500000000000015,-0.7578125,0.61250000000000004,0.0234375,233.5,136.5,273.5,186.5
38,0.59999999999999998,-0.00031250000000001421,-0.7578125,0.64031250000000006,0.0390625,374.5,3.5,415.5,54.5
39,0.59999999999999998,0.22187500000000002,-0.7578125,0.37812499999999999,-0.4140625,118.5,411.5,128.5,433.5
40,0.59999999999999998,0.16112499999999999,-0.8671875,0.50487499999999996,0.1484375,42.5,3.5,64.5,68.5
41,0.59999999999999998,0.095625000000000002,-0.8671875,0.43937500000000002,0.1484375,71.5,3.5,93.5,68.5
42,0.59999999999999998,0.018750000000000013,-0.6484375,0.58125000000000004,-0.0859375,394.5,365.5,430.5,401.5
43,0.59999999999999998,0.042687499999999989,-0.5859375,0.55831249999999999,-0.0703125,3.5,411.5,36.5,444.5
44,0.59999999999999998,0.18893750000000001,-0.1640625,0.39206249999999998,0.1796875,430.5,308.5,443.5,330.5
45,0.59999999999999998,0.1203125,-0.3984375,0.47968749999999999,-0.2578125,418.5,280.5,441.5,289.5
46,0.59999999999999998,0.19843750000000002,-0.1796875,0.40156249999999999,0.0390625,170.5,411.5,183.5,425.5
47,0.59999999999999998,0.049999999999999989,-0.8515625,0.55000000000000004,0.1328125,149.5,3.5,181.5,66.5
48,0.59999999999999998,0.057812500000000031,-0.7578125,0.54218750000000004,0.0390625,77.5,78.5,108.5,129.5
49,0.59999999999999998,0.065499999999999989,-0.7578125,0.5655,0.0234375,361.5,136.5,393.5,186.5
50,0.59999999999999998,0.051499999999999976,-0.7578125,0.55149999999999999,0.0234375,400.5,136.5,432.5,186.5
51,0.59999999999999998,0.048812500000000029,-0.7578125,0.53318750000000004,0.0390625,115.5,78.5,146.5,129.5
52,0.59999999999999998,0.046625000000000021,-0.7578125,0.51537500000000003,0.0234375,215.5,194.5,245.5,244.5
53,0.59999999999999998,0.053312500000000027,-0.7578125,0.53768749999999998,0.0390625,153.5,78.5,184.5,129.5
54,0.59999999999999998,0.042187499999999996,-0.7578125,0.55781250000000004,0.0390625,191.5,78.5,224.5,129.5
55,0.59999999999999998,0.056187499999999987,-0.7578125,0.57181250000000006,0.0234375,120.5,308.5,153.5,358.5
56,0.59999999999999998,0.042187499999999989,-0.7578125,0.55781250000000004,0.0390625,231.5,78.5,264.5,129.5
57,0.59999999999999998,0.042187499999999996,-0.7578125,0.55781250000000004,0.0234375,160.5,308.5,193.5,358.5
